Age,Age_density,Deck,Embarked,Fare,Parch,Pclass,Sex,SibSp,Survived,Ticket_density,Title
28.0,25,8,2,13.0,0,2,1,0,1,1,1
28.0,1,8,2,8.1125,0,3,0,0,1,1,2
4.0,10,0,2,81.8583,2,1,0,0,1,1,0
13.0,2,8,2,19.5,1,2,1,0,1,2,1
34.0,15,8,2,26.55,0,1,0,0,1,1,2
5.0,4,8,0,19.2583,1,3,1,2,1,4,1
52.0,6,2,2,30.5,0,1,0,0,1,1,4
36.0,22,8,2,27.75,2,2,0,1,0,3,2
28.0,1,8,2,19.9667,0,3,0,1,0,1,2
30.0,25,2,0,27.75,0,1,0,0,0,1,2
49.0,6,2,0,89.1042,0,1,0,1,1,2,2
28.0,1,8,2,8.05,0,3,0,0,0,1,2
29.0,20,8,0,7.8958,0,3,0,0,1,1,2
65.0,3,4,2,26.55,0,1,0,0,0,1,2
28.0,1,3,2,51.8625,0,1,1,1,1,1,3
50.0,10,8,2,10.5,0,2,1,0,1,1,1
28.0,1,8,1,7.75,0,3,0,0,0,1,2
48.0,9,4,2,26.55,0,1,0,0,1,1,2
34.0,15,8,2,8.05,0,3,0,0,0,1,2
47.0,9,4,2,38.5,0,1,0,0,0,1,2
48.0,9,8,2,13.0,0,2,0,0,0,1,2
28.0,1,8,2,8.05,0,3,0,0,0,1,2
38.0,11,8,2,7.05,0,3,0,0,0,1,2
28.0,1,8,2,0.0,0,2,0,0,0,3,2
56.0,4,8,2,26.55,0,1,0,0,0,1,2
28.0,1,8,1,7.725,0,3,0,0,0,1,2
0.75,2,8,0,19.2583,1,3,1,2,1,4,1
28.0,1,8,2,7.25,0,3,0,0,0,1,2
38.0,11,8,2,8.6625,0,3,0,0,0,1,2
33.0,15,8,2,27.75,2,2,1,1,1,3,3
23.0,15,3,0,13.7917,0,2,1,0,1,1,3
22.0,27,8,2,9.8375,0,3,1,0,0,1,1
28.0,1,0,2,52.0,0,1,0,0,0,2,2
34.0,15,8,2,21.0,0,2,0,1,0,2,2
29.0,20,8,2,7.0458,0,3,0,1,0,1,2
22.0,27,8,2,7.5208,0,3,0,0,0,1,2
2.0,10,8,2,12.2875,1,3,1,0,1,1,1
9.0,8,8,2,46.9,2,3,0,5,0,6,0
28.0,1,8,2,0.0,0,2,0,0,0,1,2
50.0,10,8,2,8.05,0,3,0,0,0,1,2
63.0,2,8,2,9.5875,0,3,1,0,1,1,3
25.0,23,1,0,91.0792,0,1,0,1,1,2,2
28.0,1,8,2,25.4667,1,3,1,3,0,4,1
35.0,18,2,2,90.0,0,1,1,1,1,2,3
58.0,5,1,0,29.7,0,1,0,0,0,1,2
30.0,25,8,2,8.05,0,3,0,0,0,1,2
9.0,8,8,2,15.9,1,3,0,1,1,2,0
28.0,1,8,2,19.9667,0,3,0,1,0,1,2
21.0,24,8,2,7.25,0,3,0,0,0,1,2
55.0,2,2,2,30.5,0,1,0,0,0,1,2
71.0,2,8,0,49.5042,0,1,0,0,0,1,2
21.0,24,8,2,8.05,0,3,0,0,0,1,2
28.0,1,8,0,14.4583,0,3,0,0,0,2,2
54.0,8,3,0,78.2667,0,1,1,1,1,2,1
28.0,1,8,2,15.1,0,3,0,0,0,1,2
25.0,23,2,2,151.55,2,1,1,1,0,4,3
24.0,30,8,2,7.7958,0,3,0,0,0,1,2
17.0,13,8,2,8.6625,0,3,0,0,0,1,2
21.0,24,8,1,7.75,0,3,1,0,0,1,1
28.0,1,8,1,7.6292,0,3,1,0,0,1,1
37.0,6,8,2,9.5875,0,3,1,0,0,1,1
16.0,17,1,2,86.5,0,1,1,0,1,3,1
18.0,26,2,0,108.9,0,1,0,1,0,2,2
33.0,15,8,2,26.0,2,2,1,0,1,2,3
28.0,1,8,2,26.55,0,1,0,0,1,1,2
28.0,25,8,2,22.525,0,3,0,0,0,1,2
26.0,18,8,2,56.4958,0,3,0,0,1,7,2
29.0,20,8,1,7.75,0,3,0,0,1,1,2
28.0,1,8,2,8.05,0,3,0,0,0,1,2
36.0,22,4,2,26.2875,0,1,0,0,1,1,2
54.0,8,8,0,59.4,0,1,1,1,1,1,3
24.0,30,8,2,7.4958,0,3,0,0,0,1,2
47.0,9,3,2,34.0208,0,1,0,0,0,1,2
34.0,15,5,2,10.5,0,2,1,0,1,1,3
28.0,1,8,1,24.15,0,3,0,0,0,3,2
36.0,22,8,2,26.0,0,2,1,1,1,1,3
32.0,18,8,2,7.8958,0,3,0,0,0,1,2
30.0,25,1,2,93.5,0,1,1,0,1,2,1
22.0,27,8,2,7.8958,0,3,0,0,0,1,2
28.0,1,8,0,7.225,0,3,0,0,0,1,2
44.0,9,1,0,57.9792,1,1,1,0,1,2,3
28.0,1,8,0,7.2292,0,3,0,0,0,1,2
40.5,2,8,1,7.75,0,3,0,0,0,1,2
50.0,10,8,2,10.5,0,2,1,0,1,1,1
28.0,1,2,2,221.7792,0,1,0,0,0,1,2
39.0,14,8,2,7.925,0,3,0,0,0,1,2
23.0,15,8,2,11.5,1,2,0,2,0,1,2
2.0,10,8,2,26.0,1,2,1,1,1,2,1
28.0,1,8,0,7.2292,0,3,0,0,0,1,2
17.0,13,8,0,7.2292,1,3,0,1,0,1,2
28.0,1,8,0,22.3583,2,3,1,0,1,2,3
30.0,25,8,2,8.6625,0,3,1,0,0,1,1
7.0,3,8,2,26.25,2,2,1,0,1,3,1
45.0,12,1,2,26.55,0,1,0,0,0,1,4
30.0,25,8,0,106.425,0,1,1,0,1,2,1
28.0,1,8,2,14.5,0,3,0,0,0,1,2
22.0,27,1,0,49.5,2,1,1,0,1,1,1
36.0,22,1,2,71.0,2,1,1,0,1,2,1
9.0,8,8,2,31.275,2,3,1,4,0,7,1
11.0,4,8,2,31.275,2,3,1,4,0,7,1
32.0,18,8,2,26.0,0,2,0,1,1,2,2
50.0,10,2,0,106.425,0,1,0,1,0,2,2
64.0,2,8,2,26.0,0,1,0,0,0,1,2
19.0,25,8,2,26.0,0,2,1,1,1,2,3
28.0,1,8,0,13.8625,0,2,0,0,1,1,2
33.0,15,8,2,20.525,1,3,0,1,0,3,2
8.0,4,8,2,36.75,1,2,0,1,1,2,0
17.0,13,2,0,110.8833,2,1,0,0,1,4,2
27.0,18,8,2,26.0,0,2,0,0,0,1,2
28.0,1,8,1,7.8292,0,3,0,0,0,1,2
22.0,27,8,0,7.225,0,3,0,0,1,1,2
22.0,27,8,2,7.775,0,3,1,0,1,1,1
62.0,4,8,2,26.55,0,1,0,0,0,1,2
48.0,9,0,0,39.6,0,1,1,1,1,1,4
28.0,1,8,0,227.525,0,1,0,0,0,4,2
39.0,14,4,2,79.65,1,1,1,1,1,3,3
36.0,22,8,2,17.4,0,3,1,1,1,1,3
28.0,1,8,1,7.75,0,3,0,0,0,1,2
40.0,13,8,2,7.8958,0,3,0,0,0,1,2
28.0,25,8,2,13.5,0,2,0,0,0,1,2
28.0,1,8,2,8.05,0,3,0,0,0,1,2
28.0,1,8,2,8.05,0,3,1,0,0,1,1
24.0,30,8,2,24.15,0,3,0,2,0,2,2
19.0,25,8,2,7.8958,0,3,0,0,0,1,2
29.0,20,8,2,21.075,4,3,1,0,0,4,3
28.0,1,8,0,7.2292,0,3,0,0,0,1,2
32.0,18,8,2,7.8542,0,3,0,0,1,1,2
62.0,4,8,2,10.5,0,2,0,0,1,1,2
53.0,1,2,2,51.4792,0,1,1,2,1,1,3
36.0,22,4,2,26.3875,0,1,0,0,1,1,2
28.0,1,8,1,7.75,0,3,1,0,1,1,1
16.0,17,8,2,8.05,0,3,0,0,0,1,2
19.0,25,8,2,14.5,0,3,0,0,0,2,2
34.0,15,8,2,13.0,0,2,1,0,1,1,1
39.0,14,4,2,55.9,0,1,1,1,1,2,3
28.0,1,8,0,14.4583,0,3,1,1,0,1,3
32.0,18,8,2,7.925,0,3,0,0,1,1,2
25.0,23,8,2,30.0,1,2,1,1,1,1,1
39.0,14,2,0,110.8833,1,1,1,1,1,4,3
54.0,8,8,2,26.0,0,2,0,0,0,2,2
36.0,22,0,0,40.125,0,1,0,0,0,1,2
28.0,1,8,0,8.7125,0,3,0,0,0,1,2
18.0,26,4,2,79.65,2,1,1,0,1,3,1
47.0,9,8,2,15.0,0,2,0,0,0,1,2
60.0,4,1,0,79.2,1,1,0,1,1,1,2
22.0,27,8,2,8.05,0,3,0,0,0,1,2
28.0,1,8,2,8.05,0,3,0,0,0,1,2
35.0,18,8,2,7.125,0,3,0,0,0,1,2
52.0,6,3,0,78.2667,0,1,1,1,1,2,3
47.0,9,8,2,7.25,0,3,0,0,0,1,2
28.0,1,8,1,7.75,2,3,1,0,0,1,1
37.0,6,8,2,26.0,0,2,0,1,0,1,2
36.0,22,8,2,24.15,1,3,0,1,0,3,2
28.0,1,8,2,33.0,0,2,1,0,1,3,1
49.0,6,8,2,0.0,0,3,0,0,0,4,2
28.0,1,8,0,7.225,0,3,0,0,0,1,2
49.0,6,0,0,56.9292,0,1,0,1,1,2,4
24.0,30,8,2,27.0,1,2,1,2,1,2,3
28.0,1,8,2,7.8958,0,3,0,0,0,1,2
28.0,1,8,2,42.4,0,1,0,0,0,1,2
44.0,9,8,2,8.05,0,3,0,0,0,1,2
35.0,18,8,0,26.55,0,1,0,0,1,1,2
36.0,22,8,2,15.55,0,3,0,1,0,1,2
30.0,25,8,2,7.8958,0,3,0,0,0,1,2
27.0,18,8,2,30.5,0,1,0,0,1,1,2
22.0,27,8,0,41.5792,2,2,1,1,1,3,3
40.0,13,2,2,153.4625,0,1,1,0,1,3,1
39.0,14,8,2,31.275,5,3,1,1,0,7,3
28.0,1,8,2,7.05,0,3,0,0,0,1,2
28.0,1,8,1,15.5,0,3,1,1,1,2,1
28.0,1,8,1,7.75,0,3,0,0,0,1,2
35.0,18,8,2,8.05,0,3,0,0,0,1,2
24.0,30,8,2,65.0,2,2,1,1,1,2,1
34.0,15,8,2,14.4,1,3,0,1,0,2,2
26.0,18,8,2,16.1,0,3,1,1,0,2,3
4.0,10,5,2,39.0,1,2,1,2,1,2,1
26.0,18,8,2,10.5,0,2,0,0,0,1,2
27.0,18,8,0,14.4542,0,3,0,1,0,2,2
42.0,13,3,2,52.5542,0,1,0,1,1,1,2
20.0,15,8,0,15.7417,1,3,0,1,1,2,2
21.0,24,8,2,7.8542,0,3,0,0,0,1,2
21.0,24,8,2,16.1,0,3,0,0,0,2,2
61.0,3,3,2,32.3208,0,1,0,0,0,1,2
57.0,2,8,1,12.35,0,2,0,0,0,1,4
21.0,24,3,2,77.9583,0,1,1,0,1,3,1
26.0,18,8,2,7.8958,0,3,0,0,0,1,2
28.0,1,8,1,7.7333,0,3,0,0,0,1,2
80.0,1,0,2,30.0,0,1,0,0,1,1,2
51.0,7,8,2,7.0542,0,3,0,0,0,1,2
32.0,18,1,0,30.5,0,1,0,0,1,1,4
28.0,1,8,2,0.0,0,1,0,0,0,1,2
9.0,8,8,2,27.9,2,3,1,3,0,6,1
28.0,25,8,2,13.0,0,2,1,0,1,1,1
32.0,18,8,2,7.925,0,3,0,0,0,1,2
31.0,17,8,2,26.25,1,2,0,1,0,3,2
41.0,6,8,2,39.6875,5,3,1,0,0,6,3
28.0,1,8,2,16.1,0,3,0,1,0,2,2
20.0,15,8,2,7.8542,0,3,0,0,0,1,2
24.0,30,1,0,69.3,0,1,1,0,1,2,1
2.0,10,8,2,27.9,2,3,1,3,0,6,1
28.0,1,8,2,56.4958,0,3,0,0,1,7,2
0.75,2,8,0,19.2583,1,3,1,2,1,4,1
48.0,9,3,0,76.7292,0,1,0,1,1,3,2
19.0,25,8,2,7.8958,0,3,0,0,0,1,2
56.0,4,0,0,35.5,0,1,0,0,1,1,4
28.0,1,8,2,7.55,0,3,0,0,0,1,2
23.0,15,8,2,7.55,0,3,1,0,1,1,1
28.0,1,8,2,7.8958,0,3,0,0,0,1,2
18.0,26,8,2,23.0,1,2,1,0,1,2,1
21.0,24,8,2,8.4333,0,3,0,0,0,1,2
28.0,1,8,1,7.8292,0,3,1,0,1,1,1
18.0,26,8,1,6.75,0,3,1,0,0,1,1
24.0,30,8,2,73.5,0,2,0,2,0,5,2
28.0,1,8,2,7.8958,0,3,0,0,0,1,2
32.0,18,8,1,15.5,1,3,1,1,0,2,3
23.0,15,8,2,13.0,0,2,0,0,0,1,2
58.0,5,3,0,113.275,2,1,0,0,0,3,2
50.0,10,8,2,133.65,0,1,0,2,1,2,4
40.0,13,8,0,7.225,0,3,0,0,0,1,2
47.0,9,4,2,25.5875,0,1,0,0,0,1,2
36.0,22,8,2,7.4958,0,3,0,0,0,1,2
20.0,15,8,2,7.925,0,3,0,1,1,1,2
32.0,18,8,2,73.5,0,2,0,2,0,5,2
25.0,23,8,2,13.0,0,2,0,0,0,1,2
28.0,1,8,2,7.775,0,3,0,0,0,1,2
43.0,5,8,2,8.05,0,3,0,0,0,1,2
28.0,1,2,2,52.0,0,1,1,1,1,2,3
40.0,13,8,2,39.0,1,2,1,1,1,2,3
31.0,17,1,2,52.0,0,1,0,1,0,1,2
70.0,2,8,2,10.5,0,2,0,0,0,1,2
31.0,17,8,2,13.0,0,2,0,0,1,1,2
28.0,1,8,2,0.0,0,2,0,0,0,1,2
18.0,26,8,2,7.775,0,3,0,0,0,1,2
24.5,1,8,2,8.05,0,3,0,0,0,1,2
18.0,26,8,2,9.8417,0,3,1,0,1,1,1
43.0,5,8,2,46.9,6,3,1,1,0,6,3
36.0,22,1,0,249.00622000000033,1,1,0,0,1,3,2
28.0,1,8,1,8.1375,0,3,1,0,0,1,1
27.0,18,3,0,76.7292,0,1,0,0,1,3,2
20.0,15,8,2,9.225,0,3,0,0,0,1,2
14.0,6,8,2,46.9,2,3,0,5,0,6,2
60.0,4,8,2,39.0,1,2,0,1,0,2,2
25.0,23,8,0,41.5792,2,2,0,1,0,3,2
14.0,6,8,2,39.6875,1,3,0,4,0,6,2
19.0,25,8,2,10.1708,0,3,0,0,0,1,2
18.0,26,8,2,7.7958,0,3,0,0,0,1,2
15.0,5,1,2,211.3375,1,1,1,0,1,3,1
31.0,17,1,2,57.0,0,1,0,1,1,2,2
4.0,10,8,0,13.4167,1,3,1,0,1,1,1
28.0,1,8,2,56.4958,0,3,0,0,1,7,2
25.0,23,8,0,7.225,0,3,0,0,0,1,2
60.0,4,8,2,26.55,0,1,0,0,0,1,4
52.0,6,8,2,13.5,0,2,0,0,0,1,2
44.0,9,8,2,8.05,0,3,0,0,0,1,2
28.0,1,8,1,7.7333,0,3,1,0,1,1,1
49.0,6,2,0,110.8833,1,1,0,1,0,4,2
42.0,13,5,2,7.65,0,3,0,0,0,1,2
18.0,26,2,0,227.525,0,1,1,1,1,4,3
35.0,18,4,2,26.2875,0,1,0,0,1,1,2
18.0,26,8,0,14.4542,1,3,1,0,0,2,1
25.0,23,8,1,7.7417,0,3,0,0,0,1,2
26.0,18,8,2,7.8542,0,3,0,1,0,1,2
39.0,14,8,2,26.0,0,2,0,0,0,2,2
45.0,12,8,2,13.5,0,2,1,0,1,1,3
42.0,13,4,2,26.2875,0,1,0,0,1,1,2
22.0,27,8,2,151.55,0,1,1,0,1,4,1
28.0,1,8,0,15.2458,1,3,0,1,1,2,0
24.0,30,2,0,49.5042,0,1,1,0,1,1,1
28.0,1,2,2,26.55,0,1,0,0,0,1,2
48.0,9,2,2,52.0,0,1,0,1,1,2,2
29.0,20,8,2,9.4833,0,3,0,0,0,1,2
52.0,6,8,2,13.0,0,2,0,0,0,2,2
19.0,25,5,2,7.65,0,3,0,0,0,1,2
38.0,11,2,0,227.525,0,1,1,0,1,4,1
27.0,18,4,2,10.5,0,2,1,0,1,1,1
28.0,1,8,1,15.5,0,3,0,0,0,1,2
33.0,15,8,2,7.775,0,3,0,0,0,1,2
6.0,3,8,2,33.0,1,2,1,0,1,3,1
17.0,13,8,2,7.0542,0,3,0,1,0,1,2
34.0,15,8,2,13.0,0,2,0,0,0,1,2
50.0,10,8,2,13.0,0,2,0,0,0,1,2
27.0,18,4,2,53.1,0,1,0,1,1,2,2
20.0,15,8,2,8.6625,0,3,0,0,0,1,2
30.0,25,8,2,21.0,0,2,1,3,1,2,3
28.0,1,8,1,7.7375,0,3,1,0,1,1,1
25.0,23,8,2,26.0,0,2,0,1,0,1,2
25.0,23,8,2,7.925,0,3,1,1,0,1,1
29.0,20,1,2,211.3375,0,1,1,0,1,3,1
11.0,4,8,0,18.7875,0,3,0,0,0,2,2
28.0,1,8,2,0.0,0,2,0,0,0,1,2
23.0,15,8,2,13.0,0,2,0,0,0,1,2
23.0,15,8,2,13.0,0,2,0,0,0,1,2
28.5,2,8,2,16.1,0,3,0,0,0,2,2
48.0,9,8,2,34.375,3,3,1,1,0,4,3
35.0,18,1,0,249.00622000000033,0,1,0,0,1,3,2
28.0,1,8,2,7.8958,0,3,0,0,0,1,2
28.0,1,8,2,7.8958,0,3,0,0,0,1,2
28.0,1,3,2,30.0,0,1,0,0,1,1,2
36.0,22,2,2,78.85,0,1,0,1,0,2,2
21.0,24,1,0,249.00622000000033,2,1,1,2,1,2,1
24.0,30,8,2,16.1,0,3,0,1,0,1,2
31.0,17,8,2,7.925,0,3,0,0,1,1,2
70.0,2,1,2,71.0,1,1,0,1,0,2,4
16.0,17,8,2,20.25,1,3,0,1,0,2,2
30.0,25,8,2,13.0,0,2,1,0,1,1,1
19.0,25,3,2,53.1,0,1,0,1,0,1,2
31.0,17,8,1,7.75,0,3,0,0,0,1,2
4.0,10,8,2,23.0,1,2,1,1,1,1,1
6.0,3,4,2,12.475,1,3,0,0,1,2,0
33.0,15,8,2,9.5,0,3,0,0,0,1,2
23.0,15,8,2,7.8958,0,3,0,0,0,1,2
48.0,9,8,2,65.0,2,2,1,1,1,2,3
0.67,1,8,2,14.5,1,2,0,1,1,2,0
28.0,25,8,2,7.7958,0,3,0,0,0,1,2
18.0,26,8,2,11.5,0,2,0,0,0,1,2
34.0,15,8,2,8.05,0,3,0,0,0,1,2
33.0,15,1,2,86.5,0,1,1,0,1,3,4
28.0,1,8,2,14.5,0,3,0,0,0,2,2
41.0,6,8,2,7.125,0,3,0,0,0,1,2
20.0,15,8,0,7.2292,0,3,0,0,1,1,2
36.0,22,1,2,120.0,2,1,1,1,1,4,3
16.0,17,8,2,7.775,0,3,0,0,0,1,2
51.0,7,3,2,77.9583,0,1,1,1,1,3,3
28.0,1,8,0,39.6,0,1,0,0,0,1,4
30.5,2,8,1,7.75,0,3,1,0,0,1,1
28.0,1,8,1,24.15,0,3,0,1,0,3,2
32.0,18,8,2,8.3625,0,3,0,0,0,1,2
24.0,30,8,2,9.5,0,3,0,0,0,1,2
48.0,9,8,2,7.8542,0,3,0,0,0,1,2
57.0,2,4,2,10.5,0,2,1,0,0,2,3
28.0,1,8,0,7.225,0,3,0,0,0,1,2
54.0,8,8,2,23.0,3,2,1,1,1,1,3
18.0,26,8,2,7.75,0,3,0,0,0,1,2
28.0,1,5,1,7.75,0,3,0,0,0,1,2
5.0,4,8,2,12.475,0,3,1,0,1,2,1
28.0,1,8,1,7.7375,0,3,0,0,0,1,2
43.0,5,1,2,211.3375,1,1,1,0,1,3,3
13.0,2,8,0,7.2292,0,3,1,0,1,1,1
17.0,13,1,2,57.0,0,1,1,1,1,2,3
29.0,20,3,2,30.0,0,1,0,0,0,1,2
28.0,1,8,2,23.45,2,3,0,1,0,2,2
25.0,23,8,2,7.05,0,3,0,0,0,1,2
25.0,23,8,2,7.25,0,3,0,0,0,1,2
18.0,26,8,2,7.4958,0,3,1,0,1,1,1
8.0,4,8,1,29.125,1,3,0,4,0,5,0
1.0,7,8,2,20.575,2,3,0,1,1,2,0
46.0,3,1,0,79.2,0,1,0,0,0,2,2
28.0,1,8,1,7.75,0,3,0,0,0,1,2
16.0,17,8,2,26.0,0,2,0,0,0,2,2
28.0,1,8,2,69.55,2,3,1,8,0,7,1
28.0,1,8,0,30.6958,0,1,0,0,0,1,2
25.0,23,8,2,7.8958,0,3,0,0,0,1,2
39.0,14,8,2,13.0,0,2,0,0,0,1,2
49.0,6,3,2,25.9292,0,1,1,0,1,1,4
31.0,17,8,2,8.6833,0,3,1,0,1,1,3
30.0,25,8,0,7.2292,0,3,0,0,0,1,2
30.0,25,8,2,24.15,1,3,1,1,0,3,3
34.0,15,8,2,13.0,0,2,0,0,0,2,2
31.0,17,8,2,26.25,1,2,1,1,1,3,3
11.0,4,1,2,120.0,2,1,0,1,1,4,0
0.42,1,8,0,8.5167,1,3,0,0,1,1,0
27.0,18,8,2,6.975,0,3,0,0,1,1,2
31.0,17,8,2,7.775,0,3,0,0,0,1,2
39.0,14,0,2,0.0,0,1,0,0,0,1,2
18.0,26,8,2,7.775,0,3,1,0,0,1,1
39.0,14,8,2,13.0,0,2,0,0,0,1,2
33.0,15,4,2,53.1,0,1,1,1,1,2,3
26.0,18,8,2,7.8875,0,3,0,0,0,1,2
39.0,14,8,2,24.15,0,3,0,0,0,2,2
35.0,18,8,2,10.5,0,2,0,0,0,1,2
6.0,3,8,2,31.275,2,3,1,4,0,7,1
30.5,2,8,2,8.05,0,3,0,0,0,1,2
28.0,1,1,2,0.0,0,1,0,0,0,1,2
23.0,15,8,2,7.925,0,3,1,0,0,1,1
31.0,17,8,0,37.0042,1,2,0,1,0,2,2
43.0,5,8,2,6.45,0,3,0,0,0,1,2
10.0,2,8,2,27.9,2,3,0,3,0,6,0
52.0,6,1,2,93.5,1,1,1,1,1,2,3
27.0,18,8,2,8.6625,0,3,0,0,1,1,2
38.0,11,8,2,0.0,0,1,0,0,0,1,4
27.0,18,4,2,12.475,1,3,1,0,1,2,3
2.0,10,8,2,39.6875,1,3,0,4,0,6,0
28.0,1,8,1,6.95,0,3,0,0,0,1,2
28.0,1,8,2,56.4958,0,3,0,0,0,7,2
1.0,7,8,0,37.0042,2,2,0,0,1,2,0
28.0,1,8,1,7.75,0,3,0,0,1,1,2
62.0,4,1,2,80.0,0,1,1,0,1,2,3
15.0,5,8,0,14.4542,0,3,1,1,1,2,3
0.83,2,8,2,18.75,1,2,0,1,1,3,0
28.0,1,8,0,7.2292,0,3,0,0,0,1,2
23.0,15,8,2,7.8542,0,3,0,0,0,1,2
18.0,26,8,2,8.3,0,3,0,0,0,1,2
39.0,14,4,0,83.1583,1,1,1,1,1,1,1
21.0,24,8,2,8.6625,0,3,0,0,0,1,2
28.0,1,8,2,8.05,0,3,0,0,0,1,2
32.0,18,8,2,56.4958,0,3,0,0,1,7,2
28.0,1,2,0,29.7,0,1,0,0,1,1,2
20.0,15,8,2,7.925,0,3,0,0,0,1,2
16.0,17,8,2,10.5,0,2,0,0,0,2,2
30.0,25,8,0,31.0,0,1,1,0,1,2,1
34.5,1,8,0,6.4375,0,3,0,0,0,1,2
17.0,13,8,2,8.6625,0,3,0,0,0,1,2
42.0,13,8,2,7.55,0,3,0,0,0,1,2
28.0,1,8,2,69.55,2,3,0,8,0,7,2
35.0,18,8,0,7.8958,0,3,0,0,0,1,2
28.0,25,8,2,33.0,1,2,0,0,0,3,4
28.0,1,2,0,89.1042,0,1,1,1,1,2,3
4.0,10,8,2,31.275,2,3,0,4,0,7,0
74.0,1,8,2,7.775,0,3,0,0,0,1,2
9.0,8,8,0,15.2458,1,3,1,1,0,2,1
16.0,17,3,2,39.4,1,1,1,0,1,1,1
44.0,9,8,2,26.0,0,2,1,1,0,2,3
18.0,26,8,2,9.35,1,3,1,0,1,1,3
45.0,12,8,2,164.8667,1,1,1,1,1,2,3
51.0,7,4,2,26.55,0,1,0,0,1,1,2
24.0,30,8,0,19.2583,3,3,1,0,1,4,3
28.0,1,8,0,7.2292,0,3,0,0,0,1,2
41.0,6,8,2,14.1083,0,3,0,2,0,1,2
21.0,24,8,2,11.5,0,2,0,1,0,1,2
48.0,9,3,2,25.9292,0,1,1,0,1,1,3
28.0,1,8,2,69.55,2,3,1,8,0,7,1
24.0,30,8,2,13.0,0,2,0,0,0,1,2
42.0,13,8,2,13.0,0,2,1,0,1,1,3
27.0,18,8,0,13.8583,0,2,1,1,1,1,1
31.0,17,0,2,50.4958,0,1,0,0,0,1,2
28.0,1,8,2,9.5,0,3,0,0,0,1,2
4.0,10,8,2,11.1333,1,3,0,1,1,3,0
26.0,18,8,2,7.8958,0,3,0,0,0,1,2
47.0,9,3,2,52.5542,1,1,1,1,1,2,3
33.0,15,1,2,5.0,0,1,0,0,0,1,2
47.0,9,8,2,9.0,0,3,0,0,0,1,2
28.0,25,8,0,24.0,0,2,1,1,1,2,3
15.0,5,8,0,7.225,0,3,1,0,1,1,1
20.0,15,8,2,9.8458,0,3,0,0,0,2,2
19.0,25,8,2,7.8958,0,3,0,0,0,1,2
28.0,1,8,2,7.8958,0,3,0,0,0,1,2
56.0,4,2,0,83.1583,1,1,1,0,1,2,3
25.0,23,8,2,26.0,1,2,1,0,1,2,3
33.0,15,8,2,7.8958,0,3,0,0,0,1,2
22.0,27,8,2,10.5167,0,3,1,0,0,1,1
28.0,25,8,2,10.5,0,2,0,0,0,1,2
25.0,23,8,2,7.05,0,3,0,0,0,1,2
39.0,14,8,1,29.125,5,3,1,0,0,5,3
27.0,18,8,2,13.0,0,2,0,0,0,1,4
19.0,25,1,2,30.0,0,1,1,0,1,1,1
28.0,1,8,2,23.45,2,3,1,1,0,2,1
26.0,18,2,0,30.0,0,1,0,0,1,1,2
32.0,18,8,1,7.75,0,3,0,0,0,1,2
